A América Latina e a nova divisão de trabalho;M11_a_america_latina_e_a_nova _divisao_de_trabalho;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;221
A primeira grande guerra;M11_a_primeira_grande_guerra;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;265
Revolução Russa;M11_revolucao_russa;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;295
Depressão nos Estados Unidos;M12_depressao_nos_estados_unidos;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;12;;238
A expansão japonesa;M13_a_expansao_japonesa;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;221
Avanços italo germânicos antes da segunda guerra mudial;M13_avancos_italo_germanicos_antes_da_segunda_guerra_mundial;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;211
Campanhas na europa;M13_campanhas_na_europa;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;271
Os alinhamentos europeus;M13_os_alinhamentos_europeus;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;13;;219
A descolonização afro asiática;M14_a_descolonizacao_afro_asiatica;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;14;;264
O início da guerra do Vietnã;M14_o_inicio_da_guerra_do_vietna;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;14;;264
Ditaduras minitates na América Latina;M15_ditaduras_militares_na_america_latina;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;15;;187
Expansão de Israel;M15_expansao_de_israel;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;15;;208
Comércio Internacional;M16_comercio_internacional;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;16;;322
Viagens marítimas entre os séculos XV e XVI;M17_viagens_maritimas_entre_os_seculos_XV_e_XVI;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;17;;167
Sua majestade o café;M20_sua_majestade_o_cafe;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;20;;201
A guerra do Paraguai;M21_a_guerra_do_paraguai;18 - UNO Ensino Médio;261 - UNO Ensino Médio - História;2 - ma - Mapa animado;1 - reap.;2 - flash;1 - Sim;1 - Sim;21;;198
Arcadismo;Arcadismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;114.981
Classicismo;Classicismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;111.076
Modernismo;Modernismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;906.435
Pré-modernismo e Vanguarda;Premodernismo_e_vanguardas;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;342.644
Quinhentismo e Barroco;Quinhentismo_e_Barroco;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;165.302
Realismo;Realismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;640.186
Romantismo;Romantismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;992.644
Simbolismo;Simbolismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;120.159
Trovadorismo e Humanismo;Trovadorismo_e_Humanismo;18 - UNO Ensino Médio;266 - UNO Ensino Médio - Literatura;17 - in - Multimídia interativa;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;187.993
Função inversa;M02_funcao_inversa;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;1.798
Função modular;M02_funcao_modular;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;2;;2.563
Áreas;M08_areas;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;8;;5.604
Teorema de Pitágoras;M08_teorema_de_pitagoras;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;8;;1.936
Trigonometria no triângulo retângulo;M09_trigonometria_no_triangulo_retangulo;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;9;;3.917
Funções Trigonométricas;M11_funcoes_trigonometricas;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;4.198
Multiplicação de matrizes;M13_multiplicacao_de_matrizes;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;13;;2.267
Esferas;M20_esferas;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;20;;2.691
Cônicas;M22_conicas;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;22;;2.699
Função;funcao_correcoes;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;;;188
Círculo Trigonométrico;M10_circulo_trigonometrico;18 - UNO Ensino Médio;264 - UNO Ensino Médio - Matemática;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;10;;63
Estados da Água;estados_agua;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;;;2.693
Tabela Periódica;M03_tabela_periodica;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;3;;9.423
Tipos de lidação química interatômica;M04_tipos_de_ligacao_quimica_interatomica;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;4;;7.963
Diagramas de fases;M11_diagramas_de_fases_de_uma_substancia_pura;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;5.972
Osmose;M11_osmose;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;11;;5.206
Tipos de baterias;M12_tipos_de_baterias;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;12;;6.529
Tipos de pilhas;M12_tipos_de_pilhas;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;12;;5.128
Eletrólise ignea e aquosa;M13_eletrolise_ignea_e_aquosa;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;13;;8.270
Eficácia das colisões e energia de ativação;M15_eficacia_das_colisoes_e_energia_de_ativacao;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;15;;7.089
Conceito de equilíbrio químico;M16_conceito_de_equilibrio_quimico;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;16;;5.135
Datação com carbono 14;M18_datacao_com_carbono_14;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;18.358
Fissão Nuclear e bomba atômica;M18_fissao_nuclear_e_bomba_atomica;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;4.839
Fissão nuclear;M18_fusao_nuclear;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;3.872
Radiações e poder de penetração;M18_radiacoes_e_poder_de_penetracao;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;6.314
Tempo de meia vida;M18_tempo_de_meia_vida;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;3.499
Transmutação Nuclear;M18_transmutacao_nuclear;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;18;;5.273
Classificação das cadeias carbonicas;M19_classificacao_das_cadeias_carbonicas;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;19;;2.588
Torre de fracionamento;M19_torre_de_fracionamento;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;19;;6.780
Geometria dos atomos de carbono;M21_geometria_dos_atomos_de_carbono;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;21;;4.549
Isomeria óptica;M21_isomeria_optica;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;21;;4.567
Representação do carbono saturado;M21_representacao_do_carbono_saturado;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;21;;2.111
Rutherford;rutherford;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;1 - an - Animação;1 - reap.;2 - flash;1 - Sim;0 - Não;;;1.647
Gases;M08_gases;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;8;;489
Pilha de Daniell;M12_pilha_de_daniel;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;7 - si - Simulador;1 - reap.;2 - flash;1 - Sim;1 - Sim;12;;150
Catalizador;video_01_catalizador;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;1;;27.909
Estudo Cinético;video_02_estudocinetico;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;2;;51.369
Concentração;video_03_concentracao;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;3;;31.406
Enzima Catalase;video_04_enzima_catalase;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;4;;27.480
Indicadores;video_05_indicadores;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;5;;31.380
Gelo seco;video_06_geloseco;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;6;;24.471
Sangue do Diabo;video_07_Sangue_do_Diabo;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;7;;16.035
Compostos de Magnésio;video_08_compostos_magnesio;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;8;;18.870
Tipos de reações;video_09_Tipos_de_Reacoe;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;9;;39.980
Equilíbrio químico;video_10_equilibrio_quimico;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;10;;19.124
Temperatura;video_11_temperatura;18 - UNO Ensino Médio;265 - UNO Ensino Médio - Química;9 - vde - Vídeo de experimento;1 - reap.;2 - flash;1 - Sim;1 - Sim;11;;37.331
